0,1,北京,04,60014元/㎡,,0.78%↓,2019
0,1,北京,03,60487元/㎡,,0.6%↑,2019
0,1,北京,02,60125元/㎡,,0.18%↑,2019
0,1,北京,01,60017元/㎡,,0.25%↑,2019
0,1,北京,12,59868元/㎡,,0.45%↑,2018
0,1,北京,11,59602元/㎡,,0.57%↓,2018
0,1,北京,10,59943元/㎡,,0.05%↑,2018
0,1,北京,09,59913元/㎡,,0.91%↑,2018
0,1,北京,08,59376元/㎡,,1.75%↑,2018
0,1,北京,07,58355元/㎡,,0.32%↑,2018
0,1,北京,06,58166元/㎡,,0.41%↑,2018
0,1,北京,05,57931元/㎡,,0.16%↑,2018
0,1,北京,04,57839元/㎡,,0.21%↑,2018
0,1,北京,03,57717元/㎡,,0.28%↑,2018
0,1,北京,02,57557元/㎡,,0.06%↑,2018
0,1,北京,01,57523元/㎡,,0.6%↓,2018
0,1,北京,12,57768元/㎡,,0.01%↑,2017
0,1,北京,11,57662元/㎡,,0.71%↓,2017
0,1,北京,10,58077元/㎡,,0.01%↓,2017
0,1,北京,09,58931元/㎡,,9.29%↑,2017
0,1,北京,08,53921元/㎡,,4.94%↑,2017
0,1,北京,07,51382元/㎡,,0.05%↑,2017
0,1,北京,06,51155元/㎡,,3.57%↓,2017
0,1,北京,05,53049元/㎡,,0.03%↓,2017
0,1,北京,04,54704元/㎡,,11.21%↓,2017
0,1,北京,03,61613元/㎡,,0.47%↑,2017
0,1,北京,02,59531元/㎡,,2.53%↑,2017
0,1,北京,01,58064元/㎡,,0.81%↑,2017
0,1,北京,12,57597元/㎡,,2.74%↑,2016
0,1,北京,11,56059元/㎡,,4.68%↑,2016
0,1,北京,10,53552元/㎡,,6.81%↑,2016
0,1,北京,09,50136元/㎡,,6.37%↑,2016
0,1,北京,08,47135元/㎡,,2.92%↑,2016
0,1,北京,07,45797元/㎡,,2.1%↑,2016
0,1,北京,06,44854元/㎡,,0.23%↑,2016
0,1,北京,05,44752元/㎡,,0.82%↑,2016
0,1,北京,04,44387元/㎡,,5.48%↑,2016
0,1,北京,03,42083元/㎡,,5.1%↑,2016
0,1,北京,02,40042元/㎡,,1.07%↑,2016
0,1,北京,01,39620元/㎡,,0.47%↑,2016
0,1,北京,12,39437元/㎡,,--,2015
0,1,北京,11,40851元/㎡,,--,2015
0,1,北京,10,40702元/㎡,,1%↑,2015
0,1,北京,09,40448元/㎡,,1%↑,2015
0,1,北京,08,40168元/㎡,,1%↑,2015
0,1,北京,07,39691元/㎡,,2%↑,2015
0,1,北京,06,38850元/㎡,,--,2015
0,1,北京,05,38716元/㎡,,1%↑,2015
0,1,北京,04,38231元/㎡,,1%↑,2015
0,1,北京,03,37876元/㎡,,--,2015
0,1,北京,02,37732元/㎡,,1%↑,2015
0,1,北京,01,37261元/㎡,,--,2015
0,1,北京,12,37294元/㎡,,0.45%↑,2014
0,1,北京,11,37128元/㎡,,0.36%↑,2014
0,1,北京,10,36994元/㎡,,0.74%↑,2014
0,1,北京,09,36722元/㎡,,1.61%↓,2014
0,1,北京,08,37323元/㎡,,1.04%↓,2014
0,1,北京,07,37716元/㎡,,4.22%↓,2014
0,1,北京,06,39378元/㎡,,0.13%↓,2014
0,1,北京,05,39429元/㎡,,0.96%↓,2014
0,1,北京,04,39812元/㎡,,11.22%↓,2014
0,1,北京,03,40554元/㎡,,0.09%↓,2014
0,1,北京,02,40592元/㎡,,0.41%↑,2014
0,1,北京,01,40428元/㎡,,0.21%↑,2014
0,1,北京,12,40342元/㎡,,0.28%↑,2013
0,1,北京,11,40230元/㎡,,0.44%↑,2013
0,1,北京,10,40054元/㎡,,1.15%↑,2013
0,1,北京,09,39598元/㎡,,1.85%↑,2013
0,1,北京,08,38877元/㎡,,0.97%↑,2013
0,1,北京,07,38502元/㎡,,0.97%↑,2013
